pdb_id,step,sigma,n_samples,ca_rmsd_to_final_mean,ca_rmsd_to_final_sd,ca_rmsd_to_native_mean,ca_rmsd_to_native_sd,ca_rmsd_step_delta_mean
9RXM,13,1726.68,5,1500.8299,18.4231,1500.8512,18.4523,1786.5344
9RXM,14,1673.58,5,1461.1449,18.0503,1461.1530,17.9508,1707.7450
9RXM,15,1621.9,5,1393.9322,24.3192,1393.9302,24.1664,1663.1664
9RXM,16,1571.58,5,1386.6740,18.2477,1386.6553,18.2843,1618.3293
9RXM,17,1522.62,5,1317.5048,34.9935,1317.6857,34.7485,1581.9068
9RXM,18,1474.96,5,1287.6844,18.0814,1287.7678,18.1370,1535.3493
9RXM,19,1428.59,5,1244.5273,25.2465,1244.4955,25.1507,1474.1122
9RXM,20,1383.47,5,1214.5053,10.9468,1214.5148,10.9138,1414.1245
9RXM,21,1339.59,5,1162.9269,17.9329,1162.8993,18.0655,1384.3328
9RXM,22,1296.9,5,1111.3192,25.3816,1111.3436,25.3859,1322.8864
9RXM,23,1255.38,5,1092.1565,24.1779,1092.2338,24.1381,1289.1966
9RXM,24,1215,5,1055.8815,23.3536,1056.0831,23.5412,1256.3661
9RXM,25,1175.75,5,1013.6409,22.2774,1013.7529,22.3112,1220.9369
9RXM,26,1137.58,5,990.0062,24.7464,990.2370,24.7480,1169.6779
9RXM,27,1100.49,5,949.7735,21.9807,949.8011,21.9596,1134.9561
9RXM,28,1064.43,5,914.1310,17.6838,914.3969,17.6835,1098.6171
9RXM,29,1029.39,5,886.7715,8.0585,886.6793,8.2122,1051.5250
9RXM,30,995.349,5,859.0569,16.1969,859.0772,16.1704,1016.2103
9RXM,31,962.275,5,838.2895,8.9630,838.2571,9.0227,986.2898
9RXM,32,930.147,5,806.6554,22.2546,806.7386,22.1909,962.2619
9RXM,33,898.942,5,776.4809,14.3343,776.6495,14.2315,930.0129
9RXM,34,868.639,5,754.0052,12.3037,754.0229,12.3532,892.5795
9RXM,35,839.216,5,721.3153,20.0958,721.3070,20.0747,861.2656
9RXM,36,810.652,5,691.1280,13.3220,691.2897,13.4081,825.6168
9RXM,37,782.924,5,676.1327,12.9336,676.2082,12.8170,806.5645
9RXM,38,756.014,5,655.0669,9.9961,655.1230,10.0094,775.4600
9RXM,39,729.901,5,634.8475,9.3354,634.8185,9.3987,758.1964
9RXM,40,704.564,5,600.8252,11.5190,600.7901,11.4888,713.5289
9RXM,41,679.985,5,589.0026,12.1965,588.9592,12.1177,697.8760
9RXM,42,656.145,5,565.6153,10.3738,565.7692,10.1512,670.3086
9RXM,43,633.025,5,543.8829,3.9803,543.9106,3.9562,648.5547
9RXM,44,610.606,5,524.3536,12.7938,524.3055,12.8406,627.3272
9RXM,45,588.872,5,511.8915,5.0402,511.8267,4.9002,604.0708
9RXM,46,567.804,5,486.4085,6.9682,486.3643,6.9968,582.4434
9RXM,47,547.386,5,475.9401,8.9419,475.9344,8.9562,570.9076
9RXM,48,527.6,5,455.6793,8.0317,455.5679,8.2268,545.7074
9RXM,49,508.43,5,431.9389,10.1415,431.8813,10.2270,518.6435
9RXM,50,489.861,5,425.8924,5.7136,425.8849,5.7042,498.1173
9RXM,51,471.875,5,406.2926,7.0006,406.2497,6.9017,491.6009
9RXM,52,454.46,5,389.7372,9.4836,389.7594,9.4870,469.4700
9RXM,53,437.597,5,375.0422,9.6968,375.0141,9.7258,444.6645
9RXM,54,421.274,5,360.1691,6.4083,360.2281,6.3578,422.7106
9RXM,55,405.476,5,348.6480,3.8286,348.6921,3.8870,411.2717
9RXM,56,390.188,5,335.3863,5.1356,335.3050,5.2717,397.1391
9RXM,57,375.397,5,318.8683,7.1068,318.9172,7.0287,376.8013
9RXM,58,361.089,5,304.3276,7.5609,304.2801,7.5714,367.5603
9RXM,59,347.251,5,300.0607,12.0455,300.0765,12.0956,349.4367
9RXM,60,333.87,5,279.1561,2.4095,278.9570,2.3377,338.9940
9RXM,61,320.934,5,272.4571,3.9684,272.2644,4.1687,327.2267
9RXM,62,308.43,5,264.9143,5.6740,264.7266,5.7257,312.0134
9RXM,63,296.345,5,252.8585,4.7770,252.6980,4.9914,302.7536
9RXM,64,284.669,5,246.0532,2.2426,245.8160,2.0698,293.7911
9RXM,65,273.389,5,234.7708,3.0991,234.7442,3.0663,279.1547
9RXM,66,262.495,5,228.3083,3.9434,228.2673,3.8897,267.7461
9RXM,67,251.974,5,217.0332,3.7719,216.9719,3.7710,261.0378
9RXM,68,241.818,5,204.6990,2.9783,204.4978,3.0423,246.6257
9RXM,69,232.014,5,199.1344,3.8724,198.8555,3.8526,235.3550
9RXM,70,222.553,5,190.7805,4.9275,190.7656,4.9439,224.5904
9RXM,71,213.425,5,179.7255,8.0714,179.5422,7.8167,213.9262
9RXM,72,204.619,5,173.7414,4.1896,173.6143,3.9123,208.0103
9RXM,73,196.127,5,168.5972,1.8146,168.1726,1.3702,199.9622
9RXM,74,187.938,5,161.9612,4.1325,161.5978,4.3788,193.4826
9RXM,75,180.045,5,155.6646,1.4740,155.5178,1.4408,188.4485
9RXM,76,172.437,5,147.2423,2.3043,147.0767,2.0377,176.7930
9RXM,77,165.106,5,141.3143,1.6109,141.1195,1.3734,167.5136
9RXM,78,158.045,5,136.1321,1.8062,135.9777,1.8097,162.3004
9RXM,79,151.243,5,128.1754,2.0869,128.1374,2.1070,152.4984
9RXM,80,144.695,5,121.7059,1.4695,121.4940,1.2038,149.0003
9RXM,81,138.39,5,117.8519,3.4620,117.3880,2.8686,140.8476
9RXM,82,132.323,5,111.3036,2.3348,111.0216,2.0592,135.0192
9RXM,83,126.485,5,107.2180,1.4844,107.3804,1.7928,127.0910
9RXM,84,120.869,5,101.4054,1.2370,101.7763,1.6914,122.9233
9RXM,85,115.469,5,98.5456,1.1749,98.7763,1.2788,118.1815
9RXM,86,110.276,5,92.7360,2.7094,93.0462,2.7386,113.7564
9RXM,87,105.285,5,87.3325,1.4515,87.8220,1.3676,106.9991
9RXM,88,100.489,5,84.7792,1.1258,85.0650,1.4384,100.6734
9RXM,89,95.8813,5,79.8508,1.0758,80.4043,1.5890,96.9957
9RXM,90,91.4559,5,76.5793,1.3141,77.0698,1.7632,91.0402
9RXM,91,87.2068,5,72.9613,1.6146,73.6030,1.3118,88.3629
9RXM,92,83.1281,5,70.9699,1.1636,71.5047,1.6328,83.3370
9RXM,93,79.2139,5,67.2194,1.1366,67.7437,1.6243,80.2068
9RXM,94,75.4588,5,63.2710,1.2820,63.7374,0.7369,75.9733
9RXM,95,71.8574,5,60.2354,1.1840,60.8378,1.3076,72.6233
9RXM,96,68.4042,5,57.1317,0.6112,57.7342,1.0440,70.0463
9RXM,97,65.0944,5,55.2868,1.0881,55.9121,1.3255,66.8457
9RXM,98,61.9226,5,51.9505,1.0769,52.7173,1.7260,62.6031
9RXM,99,58.8844,5,49.2667,1.0552,50.0548,2.0156,59.3671
9RXM,100,55.9748,5,46.8817,0.8496,47.3312,1.1168,56.5252
9RXM,101,53.1893,5,44.8994,0.6367,45.4953,1.4910,54.2548
9RXM,102,50.5235,5,42.3561,0.8818,43.0859,1.2253,51.1074
9RXM,103,47.9731,5,40.6274,0.9069,41.4459,1.5736,48.7996
9RXM,104,45.5338,5,37.8377,0.6361,38.8776,2.4734,46.3796
9RXM,105,43.2016,5,35.9127,0.9028,36.9542,2.0432,42.9923
9RXM,106,40.9725,5,33.7789,0.5770,34.8935,2.2272,41.5937
9RXM,107,38.8428,5,32.4198,0.6207,33.3131,1.6770,38.6892
9RXM,108,36.8086,5,30.9329,0.5821,31.8835,1.9445,36.9054
9RXM,109,34.8665,5,29.0290,0.4372,30.1561,2.2951,35.5348
9RXM,110,33.0129,5,27.8736,0.4806,28.8899,1.4490,33.4790
9RXM,111,31.2443,5,26.3746,0.7412,27.5574,2.5167,31.1715
9RXM,112,29.5577,5,24.6041,0.5102,25.8675,2.6511,29.6555
9RXM,113,27.9497,5,23.3479,0.3615,24.6903,2.5690,28.1795
9RXM,114,26.4172,5,22.2558,0.2229,23.6388,2.8962,26.9536
9RXM,115,24.9573,5,20.5326,0.2274,22.2081,3.1857,25.2745
9RXM,116,23.5672,5,19.5616,0.4293,21.2795,3.0297,23.8905
9RXM,117,22.2439,5,18.0905,0.2847,19.6997,3.2813,22.2541
9RXM,118,20.9849,5,17.6405,0.4530,19.3326,3.4730,21.0327
9RXM,119,19.7874,5,16.4113,0.3741,18.2521,3.3934,20.1730
9RXM,120,18.649,5,15.2794,0.1815,17.2629,3.9079,18.4375
9RXM,121,17.5672,5,14.4430,0.3345,16.5134,3.7957,17.3669
9RXM,122,16.5396,5,13.4516,0.2487,15.6094,4.1438,16.4525
9RXM,123,15.564,5,12.7722,0.1347,14.9515,4.2020,15.4723
9RXM,124,14.6382,5,12.0042,0.0811,14.2277,4.2223,14.4165
9RXM,125,13.7599,5,11.2813,0.1681,13.6205,4.3453,13.8218
9RXM,126,12.9272,5,10.7418,0.1433,13.1786,4.7755,12.7928
9RXM,127,12.1381,5,10.1170,0.1891,12.5524,4.7358,12.2395
9RXM,128,11.3907,5,9.3556,0.1215,11.9135,4.9021,11.4580
9RXM,129,10.683,5,8.8439,0.1421,11.4397,4.8619,10.7605
9RXM,130,10.0134,5,8.2491,0.1890,10.9283,5.0576,9.9260
9RXM,131,9.38004,5,7.7596,0.0953,10.4221,5.0919,9.3406
9RXM,132,8.78137,5,7.2742,0.2082,10.0310,5.1768,8.7350
9RXM,133,8.21574,5,6.7089,0.1099,9.5984,5.3724,8.1960
9RXM,134,7.68164,5,6.3754,0.0869,9.2736,5.3881,7.6938
9RXM,135,7.17757,5,5.9317,0.1093,8.9306,5.5790,7.1639
9RXM,136,6.70213,5,5.5083,0.1059,8.5730,5.6962,6.6295
9RXM,137,6.25395,5,5.1480,0.1295,8.2595,5.8491,6.2788
9RXM,138,5.8317,5,4.7739,0.1256,7.9311,5.9366,5.8528
9RXM,139,5.43412,5,4.4289,0.1259,7.6696,6.0589,5.2917
9RXM,140,5.06001,5,4.2309,0.0775,7.5609,6.1128,5.0472
9RXM,141,4.7082,5,3.9306,0.0754,7.3405,6.1629,4.7364
9RXM,142,4.37757,5,3.6406,0.0535,7.1044,6.3281,4.3309
9RXM,143,4.06704,5,3.3860,0.0552,6.9518,6.4050,4.0779
9RXM,144,3.77558,5,3.1422,0.0561,6.7166,6.4716,3.7577
9RXM,145,3.50222,5,2.9457,0.1190,6.5074,6.5739,3.4549
9RXM,146,3.246,5,2.6735,0.0539,6.3717,6.6396,3.2047
9RXM,147,3.00601,5,2.4542,0.0767,6.2075,6.6708,2.9542
9RXM,148,2.7814,5,2.3331,0.0724,6.1305,6.6892,2.7787
9RXM,149,2.57133,5,2.1397,0.0734,5.9802,6.7322,2.5253
9RXM,150,2.37501,5,1.9758,0.0289,5.8925,6.7693,2.3278
9RXM,151,2.19168,5,1.8253,0.0412,5.8303,6.8262,2.1731
9RXM,152,2.02061,5,1.6442,0.0365,5.7236,6.8326,1.9838
9RXM,153,1.86112,5,1.5321,0.0238,5.6312,6.8701,1.8442
9RXM,154,1.71255,5,1.4052,0.0220,5.5991,6.8870,1.7178
9RXM,155,1.57426,5,1.2917,0.0386,5.5782,6.9541,1.5635
9RXM,156,1.44565,5,1.1773,0.0351,5.5340,6.9937,1.4435
9RXM,157,1.32616,5,1.0749,0.0227,5.4739,6.9790,1.3183
9RXM,158,1.21523,5,0.9752,0.0104,5.4348,6.9899,1.2160
9RXM,159,1.11236,5,0.8868,0.0132,5.4171,7.0324,1.0948
9RXM,160,1.01704,5,0.7855,0.0259,5.3898,7.0689,0.9993
9RXM,161,0.928804,5,0.6833,0.0226,5.3571,7.0795,0.1024
9RXM,162,0.847218,5,0.5933,0.0195,5.3317,7.0873,0.0903
9RXM,163,0.771854,5,0.5141,0.0169,5.3120,7.0929,0.0795
9RXM,164,0.702309,5,0.4446,0.0146,5.2970,7.0970,0.0698
9RXM,165,0.638207,5,0.3837,0.0125,5.2857,7.0996,0.0612
9RXM,166,0.579186,5,0.3305,0.0107,5.2771,7.1015,0.0535
9RXM,167,0.524908,5,0.2841,0.0092,5.2708,7.1025,0.0468
9RXM,168,0.475048,5,0.2436,0.0079,5.2661,7.1030,0.0408
9RXM,169,0.429305,5,0.2086,0.0067,5.2626,7.1032,0.0354
9RXM,170,0.38739,5,0.1782,0.0058,5.2602,7.1031,0.0307
9RXM,171,0.349033,5,0.1519,0.0049,5.2583,7.1029,0.0266
9RXM,172,0.313979,5,0.1293,0.0041,5.2571,7.1026,0.0230
9RXM,173,0.281986,5,0.1098,0.0034,5.2561,7.1023,0.0198
9RXM,174,0.252829,5,0.0931,0.0029,5.2555,7.1019,0.0171
9RXM,175,0.226295,5,0.0788,0.0025,5.2551,7.1015,0.0147
9RXM,176,0.202186,5,0.0665,0.0021,5.2548,7.1011,0.0126
9RXM,177,0.180312,5,0.0562,0.0018,5.2546,7.1009,0.0108
9RXM,178,0.160499,5,0.0474,0.0016,5.2546,7.1006,0.0092
9RXM,179,0.142582,5,0.0398,0.0013,5.2546,7.1003,0.0079
9RXM,180,0.126407,5,0.0335,0.0012,5.2546,7.1000,0.0067
9RXM,181,0.111832,5,0.0282,0.0010,5.2546,7.0998,0.0058
9RXM,182,0.0987208,5,0.0236,0.0009,5.2546,7.0997,0.0050
9RXM,183,0.0869503,5,0.0199,0.0007,5.2547,7.0995,0.0042
9RXM,184,0.0764038,5,0.0167,0.0007,5.2547,7.0993,0.0036
9RXM,185,0.0669735,5,0.0140,0.0006,5.2548,7.0992,0.0031
9RXM,186,0.0585587,5,0.0117,0.0005,5.2548,7.0992,0.0027
9RXM,187,0.0510671,5,0.0099,0.0004,5.2548,7.0991,0.0023
9RXM,188,0.0444124,5,0.0083,0.0004,5.2548,7.0990,0.0020
9RXM,189,0.0385154,5,0.0070,0.0003,5.2548,7.0990,0.0018
9RXM,190,0.0333026,5,0.0059,0.0003,5.2548,7.0989,0.0016
9RXM,191,0.0287066,5,0.0049,0.0002,5.2549,7.0989,0.0015
9RXM,192,0.0246654,5,0.0041,0.0001,5.2549,7.0988,0.0013
9RXM,193,0.021122,5,0.0034,0.0002,5.2549,7.0988,0.0012
9RXM,194,0.0180242,5,0.0029,0.0001,5.2549,7.0988,0.0011
9RXM,195,0.0153242,5,0.0023,0.0001,5.2550,7.0988,0.0010
9RXM,196,0.0129786,5,0.0019,0.0001,5.2550,7.0987,0.0009
9RXM,197,0.0109477,5,0.0014,0.0000,5.2550,7.0987,0.0009
9RXM,198,0.00919558,5,0.0011,0.0000,5.2550,7.0987,0.0008
9RXM,199,0.00768951,5,0.0007,0.0000,5.2550,7.0987,0.0008
9RXM,200,0.00640001,5,0.0000,0.0000,5.2550,7.0987,0.0007
24ST,1,2485.54,5,2457.6371,17.0437,2457.6622,17.0045,
24ST,2,2412.94,5,2125.2833,46.8968,2125.3160,46.9038,2617.2557
24ST,3,2342.16,5,2052.3538,21.1117,2052.3227,21.0895,2436.6105
24ST,4,2273.18,5,1986.7462,50.7066,1986.7074,50.6729,2365.8282
24ST,5,2205.94,5,1938.5671,30.7015,1938.5283,30.6942,2305.7762
24ST,6,2140.41,5,1870.8750,27.1083,1870.8140,27.0934,2212.3395
24ST,7,2076.56,5,1801.8383,40.4334,1801.8162,40.3870,2139.1480
24ST,8,2014.35,5,1774.1204,31.2463,1774.1651,31.2777,2058.4903
24ST,9,1953.74,5,1718.5593,20.9980,1718.5124,20.9846,2028.5586
24ST,10,1894.71,5,1668.3503,41.9138,1668.3656,41.9180,1956.4781
24ST,11,1837.2,5,1600.6476,14.7128,1600.6619,14.7167,1886.0599
24ST,12,1781.21,5,1542.1439,17.8397,1542.0723,17.8252,1847.2462
24ST,13,1726.68,5,1514.6379,21.3569,1514.5705,21.3525,1793.6386
24ST,14,1673.58,5,1455.7877,20.2606,1455.7690,20.2221,1729.6553
24ST,15,1621.9,5,1395.4271,13.4012,1395.3927,13.3386,1666.3180
24ST,16,1571.58,5,1355.7241,19.3795,1355.7465,19.4387,1614.0010
24ST,17,1522.62,5,1307.7671,29.8855,1307.7646,29.8390,1542.1006
24ST,18,1474.96,5,1282.3727,12.3458,1282.4188,12.3819,1545.9876
24ST,19,1428.59,5,1220.9684,23.0334,1220.9746,22.9751,1461.4957
24ST,20,1383.47,5,1204.8560,15.0788,1204.8240,15.0754,1413.6245
24ST,21,1339.59,5,1159.2506,34.1518,1159.2267,34.1090,1377.1000
24ST,22,1296.9,5,1122.9319,19.4094,1122.9217,19.4368,1330.3110
24ST,23,1255.38,5,1090.0624,23.0769,1090.0654,23.0554,1293.2128
24ST,24,1215,5,1065.0225,26.1434,1065.0494,26.1502,1251.7810
24ST,25,1175.75,5,1005.1791,10.3364,1005.2331,10.3740,1202.1020
24ST,26,1137.58,5,994.1948,6.7004,994.1769,6.6534,1174.7117
24ST,27,1100.49,5,955.0180,9.8908,954.9630,9.9212,1144.7245
24ST,28,1064.43,5,916.4604,6.0316,916.5048,6.0824,1089.4668
24ST,29,1029.39,5,878.1610,20.1393,878.1577,20.1495,1044.2899
24ST,30,995.349,5,855.9744,13.6711,855.9582,13.7477,1018.9618
24ST,31,962.275,5,834.5651,12.6032,834.5901,12.6063,997.5721
24ST,32,930.147,5,806.4691,7.9648,806.4425,7.9414,965.5586
24ST,33,898.942,5,785.7991,13.4114,785.8728,13.3883,933.6972
24ST,34,868.639,5,744.0783,13.7384,744.1748,13.8002,899.4897
24ST,35,839.216,5,722.2541,4.4159,722.2275,4.4215,861.3204
24ST,36,810.652,5,710.7996,10.3210,710.7791,10.2867,841.9955
24ST,37,782.924,5,674.9228,10.8474,674.9525,10.8175,792.1131
24ST,38,756.014,5,646.6566,7.2927,646.7103,7.3328,767.3770
24ST,39,729.901,5,632.3075,14.6359,632.3555,14.6329,737.8783
24ST,40,704.564,5,605.7382,11.4422,605.7403,11.4930,730.4620
24ST,41,679.985,5,587.7802,9.7978,587.7670,9.7712,707.9369
24ST,42,656.145,5,567.5832,11.2528,567.5823,11.2739,681.9617
24ST,43,633.025,5,540.7498,5.1288,540.7410,5.1093,653.9905
24ST,44,610.606,5,522.3910,5.3776,522.3343,5.3607,630.7296
24ST,45,588.872,5,515.1953,10.6415,515.2073,10.6554,602.1260
24ST,46,567.804,5,483.3756,5.5592,483.4114,5.5892,583.1355
24ST,47,547.386,5,462.4529,7.6225,462.4891,7.6343,555.4327
24ST,48,527.6,5,456.2968,5.8055,456.2683,5.7851,544.1409
24ST,49,508.43,5,433.7379,12.7321,433.7144,12.7704,518.1041
24ST,50,489.861,5,421.0510,6.5207,421.0440,6.5058,496.9339
24ST,51,471.875,5,401.1726,5.8825,401.1719,5.9386,482.3583
24ST,52,454.46,5,391.6643,8.7853,391.6617,8.8291,467.5424
24ST,53,437.597,5,376.3027,4.5919,376.2553,4.5595,451.8932
24ST,54,421.274,5,360.4144,7.1755,360.3980,7.1564,432.2625
24ST,55,405.476,5,344.6052,4.4381,344.5344,4.4746,409.5818
24ST,56,390.188,5,332.0308,3.8655,332.0729,3.8448,399.2244
24ST,57,375.397,5,323.7292,4.7695,323.7385,4.7970,384.1101
24ST,58,361.089,5,302.8509,5.9150,302.8869,5.9000,365.7410
24ST,59,347.251,5,300.1473,3.0622,300.1606,2.9885,351.4594
24ST,60,333.87,5,286.1164,9.2234,286.1592,9.2533,343.7928
24ST,61,320.934,5,273.1377,8.2279,273.2094,8.1976,331.1981
24ST,62,308.43,5,264.6008,4.8557,264.6113,4.7838,319.4479
24ST,63,296.345,5,252.9544,4.8524,253.0187,4.8475,304.1153
24ST,64,284.669,5,240.6384,5.6059,240.6503,5.5592,290.6169
24ST,65,273.389,5,236.7451,3.6634,236.7620,3.6325,280.0848
24ST,66,262.495,5,225.7417,3.3682,225.7659,3.3690,267.1951
24ST,67,251.974,5,212.1943,4.4108,212.2053,4.4660,256.7909
24ST,68,241.818,5,204.5054,2.6749,204.4954,2.6423,241.3346
24ST,69,232.014,5,196.6712,4.8838,196.6179,4.8414,236.6349
24ST,70,222.553,5,190.8977,1.4674,190.8931,1.5103,226.3187
24ST,71,213.425,5,182.6673,4.4059,182.6544,4.3709,220.0973
24ST,72,204.619,5,175.7984,4.5817,175.7970,4.5668,207.2701
24ST,73,196.127,5,166.3922,1.0194,166.4117,0.9860,200.4072
24ST,74,187.938,5,161.2435,2.1875,161.1951,2.1886,191.9765
24ST,75,180.045,5,153.7229,3.4152,153.7346,3.4524,185.5960
24ST,76,172.437,5,147.9680,1.0243,148.0063,1.0711,178.1153
24ST,77,165.106,5,138.0252,2.2364,138.0751,2.2286,168.2081
24ST,78,158.045,5,135.5749,4.6479,135.4835,4.6250,162.7254
24ST,79,151.243,5,128.6131,1.6495,128.5641,1.6594,155.7873
24ST,80,144.695,5,121.8669,1.8412,121.8349,1.8696,145.9987
24ST,81,138.39,5,119.0122,3.0940,119.0421,3.1169,143.5028
24ST,82,132.323,5,114.3489,2.5997,114.3427,2.5988,136.6099
24ST,83,126.485,5,106.0003,2.4404,105.9604,2.4078,127.0250
24ST,84,120.869,5,103.3149,0.7850,103.2643,0.7429,123.2238
24ST,85,115.469,5,98.1515,0.9115,98.1713,0.9083,116.8664
24ST,86,110.276,5,93.0007,0.3879,92.9632,0.3846,111.7780
24ST,87,105.285,5,89.7901,2.0286,89.8297,1.9875,106.7682
24ST,88,100.489,5,85.2628,0.9423,85.3095,0.9279,103.5880
24ST,89,95.8813,5,80.2448,1.9502,80.2506,1.9064,97.9698
24ST,90,91.4559,5,76.7280,1.4166,76.7487,1.3982,92.1846
24ST,91,87.2068,5,73.6019,0.8018,73.5920,0.8289,87.8050
24ST,92,83.1281,5,70.4539,1.0642,70.4649,1.0393,85.6342
24ST,93,79.2139,5,65.9492,0.7910,66.0063,0.8593,80.1292
24ST,94,75.4588,5,62.5568,0.5698,62.6178,0.6263,75.3482
24ST,95,71.8574,5,60.8588,0.8787,60.9220,0.9004,73.5162
24ST,96,68.4042,5,56.9207,1.0424,56.9077,1.0372,69.6898
24ST,97,65.0944,5,53.9375,1.0124,53.9344,0.9689,65.9464
24ST,98,61.9226,5,51.7459,0.5864,51.8464,0.6125,61.6500
24ST,99,58.8844,5,48.7716,1.1569,48.8712,1.1600,58.9613
24ST,100,55.9748,5,47.0456,1.0252,47.1751,1.0376,56.5890
24ST,101,53.1893,5,44.8360,0.5515,44.8797,0.5145,53.7047
24ST,102,50.5235,5,42.1108,0.6364,42.1902,0.6422,51.0849
24ST,103,47.9731,5,40.4512,0.5544,40.5964,0.5734,49.4467
24ST,104,45.5338,5,37.9223,0.8472,38.0183,0.8683,45.9107
24ST,105,43.2016,5,36.2382,0.5569,36.3649,0.4858,44.1520
24ST,106,40.9725,5,33.7810,0.5542,33.9126,0.5848,41.5267
24ST,107,38.8428,5,32.4523,0.4043,32.6293,0.3906,38.5193
24ST,108,36.8086,5,30.8079,0.3550,30.9987,0.3447,37.2407
24ST,109,34.8665,5,28.7721,0.4060,28.9346,0.4079,35.4017
24ST,110,33.0129,5,27.1094,0.3021,27.2132,0.2341,33.3167
24ST,111,31.2443,5,25.9129,0.3230,26.0712,0.2435,31.6045
24ST,112,29.5577,5,24.5053,0.3164,24.6613,0.3237,29.7160
24ST,113,27.9497,5,23.4497,0.4686,23.5945,0.4350,28.3999
24ST,114,26.4172,5,22.0151,0.3187,22.2259,0.3558,26.4117
24ST,115,24.9573,5,20.4756,0.3285,20.7427,0.3513,25.0076
24ST,116,23.5672,5,19.7165,0.2950,19.9558,0.2495,23.9170
24ST,117,22.2439,5,18.3027,0.2983,18.5781,0.2894,22.5153
24ST,118,20.9849,5,17.6110,0.4530,17.8380,0.5335,21.4516
24ST,119,19.7874,5,16.2735,0.2782,16.5408,0.2853,20.0951
24ST,120,18.649,5,15.4752,0.3971,15.7790,0.3710,18.9177
24ST,121,17.5672,5,14.4712,0.3028,14.8031,0.2915,17.6975
24ST,122,16.5396,5,13.1679,0.3319,13.4825,0.2857,16.2224
24ST,123,15.564,5,13.0058,0.2224,13.3116,0.2916,15.4544
24ST,124,14.6382,5,12.0276,0.1325,12.3465,0.1059,14.6679
24ST,125,13.7599,5,11.3160,0.1597,11.6877,0.1865,13.7411
24ST,126,12.9272,5,10.7733,0.1708,11.2335,0.1856,13.0349
24ST,127,12.1381,5,9.9814,0.1516,10.4362,0.1259,12.0090
24ST,128,11.3907,5,9.2668,0.1139,9.6868,0.1424,11.1990
24ST,129,10.683,5,8.6985,0.0965,9.1052,0.1245,10.5599
24ST,130,10.0134,5,8.1428,0.1872,8.6026,0.1930,9.8736
24ST,131,9.38004,5,7.5940,0.1456,8.0883,0.1738,9.4034
24ST,132,8.78137,5,7.1507,0.1503,7.7095,0.1704,8.7636
24ST,133,8.21574,5,6.6517,0.0969,7.2883,0.1010,8.1798
24ST,134,7.68164,5,6.1512,0.0561,6.8315,0.0837,7.5556
24ST,135,7.17757,5,5.6722,0.1287,6.4283,0.1160,7.0497
24ST,136,6.70213,5,5.4536,0.0517,6.1504,0.1043,6.6352
24ST,137,6.25395,5,5.0697,0.0988,5.8096,0.0788,6.2446
24ST,138,5.8317,5,4.7391,0.0897,5.6165,0.0728,5.7799
24ST,139,5.43412,5,4.4041,0.0575,5.2694,0.0751,5.4459
24ST,140,5.06001,5,4.0834,0.0616,5.0415,0.0871,5.0223
24ST,141,4.7082,5,3.7719,0.0935,4.8033,0.0993,4.6767
24ST,142,4.37757,5,3.5952,0.0732,4.6651,0.0801,4.3723
24ST,143,4.06704,5,3.3049,0.0504,4.4694,0.0531,4.0665
24ST,144,3.77558,5,3.0817,0.0685,4.3043,0.0744,3.7882
24ST,145,3.50222,5,2.8884,0.0145,4.1917,0.0374,3.5549
24ST,146,3.246,5,2.6785,0.0386,4.1368,0.0709,3.2209
24ST,147,3.00601,5,2.4618,0.0605,3.9682,0.0732,2.9751
24ST,148,2.7814,5,2.2723,0.0276,3.8422,0.1031,2.7757
24ST,149,2.57133,5,2.1218,0.0516,3.6896,0.1530,2.5780
24ST,150,2.37501,5,1.9480,0.0217,3.6016,0.1038,2.3866
24ST,151,2.19168,5,1.7925,0.0383,3.5040,0.0418,2.1903
24ST,152,2.02061,5,1.6457,0.0218,3.4215,0.0749,2.0158
24ST,153,1.86112,5,1.5120,0.0061,3.3342,0.0575,1.8669
24ST,154,1.71255,5,1.4011,0.0280,3.2923,0.0334,1.6864
24ST,155,1.57426,5,1.2754,0.0217,3.2646,0.0517,1.5604
24ST,156,1.44565,5,1.1599,0.0206,3.2327,0.0696,1.4271
24ST,157,1.32616,5,1.0794,0.0213,3.2216,0.0797,1.3127
24ST,158,1.21523,5,0.9672,0.0121,3.1637,0.0793,1.2089
24ST,159,1.11236,5,0.8797,0.0184,3.1456,0.0934,1.0902
24ST,160,1.01704,5,0.7967,0.0080,3.1272,0.0879,1.0004
24ST,161,0.928804,5,0.6933,0.0068,3.1018,0.0878,0.1037
24ST,162,0.847218,5,0.6021,0.0058,3.0821,0.0876,0.0915
24ST,163,0.771854,5,0.5219,0.0049,3.0668,0.0875,0.0805
24ST,164,0.702309,5,0.4515,0.0041,3.0552,0.0875,0.0706
24ST,165,0.638207,5,0.3898,0.0035,3.0463,0.0874,0.0620
24ST,166,0.579186,5,0.3358,0.0030,3.0394,0.0874,0.0542
24ST,167,0.524908,5,0.2887,0.0025,3.0342,0.0874,0.0474
24ST,168,0.475048,5,0.2476,0.0021,3.0303,0.0874,0.0413
24ST,169,0.429305,5,0.2119,0.0019,3.0273,0.0874,0.0359
24ST,170,0.38739,5,0.1810,0.0016,3.0251,0.0874,0.0313
24ST,171,0.349033,5,0.1542,0.0014,3.0234,0.0874,0.0270
24ST,172,0.313979,5,0.1312,0.0013,3.0222,0.0874,0.0234
